sku,source_title,product_type,reason,parent_stock,total_variants,available_variants,current_price,affiliate_url
39459292053540,Gift Wrap,Gift Wrap,Artículo no comercializable,N,0,0,6.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=39459292053540&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fgift-wrap&intsrc=CATF_35417
7396933566500,Lounge e-Gift Card,Gift Cards,Artículo no comercializable,N,6,0,10.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7396933566500&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Flounge-egift-card&intsrc=CATF_35417
6747710226468,The Lounge Foundation Donation,Donation,Artículo no comercializable,N,4,0,1.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=6747710226468&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Ffyb-donation&intsrc=CATF_35417
15612540387710,Adaline Slip Dress (Set) - Berry,Intimates Set,Sin stock en todas las variantes,N,7,0,70.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15612540387710&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fadaline-slip-dress-set-berry&intsrc=CATF_35417
15549637591422,Adore G-String - Wine,Bottoms,Sin stock en todas las variantes,N,6,0,18.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15549637591422&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fadore-g-string-wine&intsrc=CATF_35417
7312074145828,Allure Thong - Black,Bottoms,Sin stock en todas las variantes,N,7,0,9.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7312074145828&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fallure-thong-black&intsrc=CATF_35417
15012498243966,Anti-Gravity Brazilian Briefs - Black,Bottoms,Sin stock en todas las variantes,N,6,0,14.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15012498243966&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fanti-gravity-brazilian-briefs-black&intsrc=CATF_35417
15012498342270,Anti-Gravity Brazilian Briefs - Honey,Bottoms,Sin stock en todas las variantes,N,6,0,14.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15012498342270&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fanti-gravity-brazilian-briefs-honey&intsrc=CATF_35417
15012498309502,Anti-Gravity Brazilian Briefs - Nutmeg,Bottoms,Sin stock en todas las variantes,N,6,0,14.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15012498309502&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fanti-gravity-brazilian-briefs-nutmeg&intsrc=CATF_35417
15012498375038,Anti-Gravity Thong - Nutmeg,Bottoms,Sin stock en todas las variantes,N,6,0,14.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15012498375038&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fanti-gravity-thong-nutmeg&intsrc=CATF_35417
56663816307070,Arabella Blindfold & Hand Tie Bundle - Black,Accessories,Sin stock en todas las variantes,N,0,0,30.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=56663816307070&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Farabella-blindfold-hand-tie-bundle&intsrc=CATF_35417
15701380137342,Arabella Crotchless Thong - Black,Bottoms,Sin stock en todas las variantes,N,6,0,25.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15701380137342&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Farabella-crotchless-thong-black&intsrc=CATF_35417
15547088241022,Asymmetric Fine Knit Top - Thyme,Apparel,Sin stock en todas las variantes,N,6,0,33.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15547088241022&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fasymmetric-fine-knit-top-thyme&intsrc=CATF_35417
15851379360126,Asymmetric Lace Cami Top - Black,Apparel,Sin stock en todas las variantes,N,7,0,65.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15851379360126&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fasymmetric-lace-cami-top-black&intsrc=CATF_35417
15477375631742,Asymmetric Shirt - Navy Pinstripe,Apparel,Sin stock en todas las variantes,N,6,0,48.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15477375631742&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fasymmetric-shirt-navy-pinstripe&intsrc=CATF_35417
15370175938942,Athena Ballet Flats - Off White,Footwear,Sin stock en todas las variantes,N,5,0,90.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15370175938942&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fathena-ballet-flats-off-white&intsrc=CATF_35417
6670032896036,Ava Intimates Thong & Suspender Belt (Set) - Orange,Intimates Set Bottoms,Sin stock en todas las variantes,N,6,0,45.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=6670032896036&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fava-intimates-thong-orange&intsrc=CATF_35417
7515443396644,Bamboo Comfort Brazilians (3-pack) - Multi,Multipack Bottoms,Sin stock en todas las variantes,N,7,0,30.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7515443396644&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbamboo-comfort-brazilians-multipack&intsrc=CATF_35417
7515443429412,Bamboo Comfort Thongs (3-pack) - Multi,Multipack Bottoms,Sin stock en todas las variantes,N,7,0,30.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7515443429412&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbamboo-comfort-thongs-multipack&intsrc=CATF_35417
15828113031550,Bamboo Scrunchie Thongs (3-Pack) - Multicolour,Multipack Bottoms,Sin stock en todas las variantes,N,6,0,30.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15828113031550&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbamboo-scrunchie-thongs-multipack-multi&intsrc=CATF_35417
15477374779774,Bandeau Corset Top - Dark Brown,Apparel,Sin stock en todas las variantes,N,6,0,33.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15477374779774&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbandeau-corset-top-dark-brown&intsrc=CATF_35417
15547088699774,Barrel Leg Knitted Joggers - Oatmeal Marl,Apparel,Sin stock en todas las variantes,N,12,0,36.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15547088699774&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbarrel-leg-knitted-joggers-oatmeal-marl&intsrc=CATF_35417
56160684409214,Billie Weekend Bag - Camel,Bags,Sin stock en todas las variantes,N,0,0,190.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=56160684409214&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbillie-weekend-bag-camel&intsrc=CATF_35417
15587902194046,Blazer Dress - Chocolate,Apparel,Sin stock en todas las variantes,N,6,0,108.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15587902194046&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fblazer-dress-chocolate&intsrc=CATF_35417
15469328499070,Bliss Thong - Lilac,Bottoms,Sin stock en todas las variantes,N,6,0,18.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15469328499070&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbliss-thong-lilac&intsrc=CATF_35417
15477339914622,Bloom Thongs (3-Pack) - Floral Print,Multipack Bottoms,Sin stock en todas las variantes,N,6,0,35.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15477339914622&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbloom-thongs-multipack-floral-prints&intsrc=CATF_35417
15753546269054,Blossom Corset - Black,Intimates Set,Sin stock en todas las variantes,N,7,0,70.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15753546269054&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fblossom-corset-set-black&intsrc=CATF_35417
15753546924414,Blossom Lace Thongs (3-Pack) - Black,Multipack Bottoms,Sin stock en todas las variantes,N,6,0,35.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15753546924414&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fblossom-lace-multipack-multi&intsrc=CATF_35417
15753546367358,Blossom Slip Dress (Set) - Chocolate,Intimates Set,Sin stock en todas las variantes,N,7,0,65.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15753546367358&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fblossom-slip-dress-set-chocolate&intsrc=CATF_35417
7723697733668,Boxy Hoodie - Ink Blue,Apparel,Sin stock en todas las variantes,N,7,0,40.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7723697733668&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fboxy-hoodie-ink-blue&intsrc=CATF_35417
14822559908222,Brianna Intimates Sheer Tights - White,Accessories,Sin stock en todas las variantes,N,3,0,10.5,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=14822559908222&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbrianna-intimates-sheer-tights-white&intsrc=CATF_35417
15370175971710,Brielle Flip Flops - Chocolate,Footwear,Sin stock en todas las variantes,N,5,0,90.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15370175971710&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbrielle-flip-flops-chocolate&intsrc=CATF_35417
15370176070014,Brielle Flip Flops - Cream,Footwear,Sin stock en todas las variantes,N,5,0,90.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15370176070014&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbrielle-flip-flops-cream&intsrc=CATF_35417
15863195664766,Broderie Mini Dress - White,Apparel,Sin stock en todas las variantes,N,6,0,85.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15863195664766&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbroderie-mini-dress-white&intsrc=CATF_35417
15851377000830,Cap-Sleeve Lace Bodysuit - Black,Apparel,Sin stock en todas las variantes,N,6,0,70.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15851377000830&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcap-sleeve-lace-bodysuit-black&intsrc=CATF_35417
15851376836990,Cap-Sleeve Lace Bodysuit - White,Apparel,Sin stock en todas las variantes,N,6,0,70.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15851376836990&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcap-sleeve-lace-bodysuit-white&intsrc=CATF_35417
15803216167294,Capri Kitten Heels - White,Footwear,Sin stock en todas las variantes,N,5,0,130.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15803216167294&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcapri-kitten-heels-white&intsrc=CATF_35417
7335039860772,Carmen Intimates Thong & Suspender Belt (Set) - Maroon,Intimates Set Bottoms,Sin stock en todas las variantes,N,7,0,45.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7335039860772&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcarmen-intimates-thong-maroon&intsrc=CATF_35417
15363670868350,Celestial Bralette Bikini Top - Celestial Print,Swim Top,Sin stock en todas las variantes,N,6,0,33.75,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15363670868350&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcelestial-bralette-bikini-top-celestial-print&intsrc=CATF_35417
15707562410366,Check Cotton Trousers - Green,Apparel,Sin stock en todas las variantes,N,12,0,65.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15707562410366&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcheck-cotton-trousers-green&intsrc=CATF_35417
15907995746686,Comfort Extreme Push-Up Balconette Bra - Latte,Set,Sin stock en todas las variantes,N,48,0,35.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15907995746686&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcomfort-extreme-push-up-balconette-bra-latte&intsrc=CATF_35417
15869403922814,ContourSoft Capri Leggings - Black,Apparel,Sin stock en todas las variantes,N,6,0,45.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15869403922814&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcontoursoft-capri-leggings-black&intsrc=CATF_35417
15869404086654,ContourSoft Short Sleeve T-Shirt - Dark Chocolate,Apparel,Sin stock en todas las variantes,N,6,0,40.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15869404086654&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcontoursoft-short-sleeve-t-shirt-dark-chocolate&intsrc=CATF_35417
15869402939774,ContourSoft Straight-Leg Leggings - Black,Apparel,Sin stock en todas las variantes,N,12,0,55.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15869402939774&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcontoursoft-straight-leg-leggings-black&intsrc=CATF_35417
15869403201918,ContourSoft Straight-Leg Leggings - Dark Chocolate,Apparel,Sin stock en todas las variantes,N,12,0,55.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15869403201918&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcontoursoft-straight-leg-leggings-dark-chocolate&intsrc=CATF_35417
15407049179518,Corset Back Maxi Dress - Blue,Apparel,Sin stock en todas las variantes,N,6,0,96.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15407049179518&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcorset-back-maxi-dress-blue&intsrc=CATF_35417
15407049081214,Corset Back Maxi Dress - Peach Floral,Apparel,Sin stock en todas las variantes,N,6,0,96.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15407049081214&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcorset-back-maxi-dress-peach-floral&intsrc=CATF_35417
15704192057726,Corset Back Maxi Dress - White,Apparel,Sin stock en todas las variantes,N,6,0,145.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15704192057726&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcorset-back-maxi-dress-white&intsrc=CATF_35417
15704191631742,Corset Back Mini Dress - Lemon Floral,Apparel,Sin stock en todas las variantes,N,6,0,95.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15704191631742&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcorset-back-mini-dress-lemon-floral&intsrc=CATF_35417
15704191795582,Corset Maxi Dress - Blue,Apparel,Sin stock en todas las variantes,N,7,0,145.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15704191795582&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcorset-maxi-dress-blue&intsrc=CATF_35417
15477375730046,Corset T-Shirt - Off White,Apparel,Sin stock en todas las variantes,N,6,0,39.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15477375730046&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcorset-t-shirt-off-white&intsrc=CATF_35417
14841606078846,Cotton Blend Long Sleeve Top - Black,Apparel,Sin stock en todas las variantes,N,7,0,36.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=14841606078846&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcotton-blend-long-sleeve-top-black&intsrc=CATF_35417
15712407191934,Cotton Cami Pyjama Top - White,Sleep,Sin stock en todas las variantes,N,6,0,35.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15712407191934&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdobby-cotton-cami-pyjama-top-white&intsrc=CATF_35417
7711586222116,Cotton Pyjama Bottoms - Lilac,Sleep,Sin stock en todas las variantes,N,7,0,25.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711586222116&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcotton-pyjama-bottoms-lilac&intsrc=CATF_35417
15712407159166,Cotton Pyjama Shorts - White,Sleep,Sin stock en todas las variantes,N,6,0,35.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15712407159166&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdobby-cotton-pyjama-shorts-white&intsrc=CATF_35417
15760350708094,Cove Kitten Heels - Black,Footwear,Sin stock en todas las variantes,N,5,0,120.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15760350708094&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcove-kitten-heels-black&intsrc=CATF_35417
15803216134526,Cove Kitten Heels - Toasted Almond,Footwear,Sin stock en todas las variantes,N,5,0,120.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15803216134526&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcove-kitten-heels-toasted-almond&intsrc=CATF_35417
7341402062884,Cuddle Me Dressing Gown - Charcoal,Sleep,Sin stock en todas las variantes,N,3,0,42.5,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7341402062884&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcuddle-me-dressing-gown-charcoal&intsrc=CATF_35417
15547088830846,Cuffed Crew Neck Knitted Jumper - Oatmeal Marl,Apparel,Sin stock en todas las variantes,N,6,0,39.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15547088830846&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcuffed-crew-neck-knitted-jumper-oatmeal-marl&intsrc=CATF_35417
15704190943614,Double-Layered Skirt - Cream,Apparel,Sin stock en todas las variantes,N,6,0,65.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15704190943614&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdouble-layered-skirt-cream&intsrc=CATF_35417
15851377525118,Double-Layered Skirt - Cream Floral,Apparel,Sin stock en todas las variantes,N,6,0,65.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15851377525118&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdouble-layered-skirt-cream-floral&intsrc=CATF_35417
15707561984382,Double-Layered Skirt - Pink Floral,Apparel,Sin stock en todas las variantes,N,6,0,60.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15707561984382&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdouble-layered-skirt-pink-floral&intsrc=CATF_35417
15544985551230,Draped Sleeve Blazer - Chocolate,Apparel,Sin stock en todas las variantes,N,6,0,60.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15544985551230&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdraped-sleeve-blazer-chocolate&intsrc=CATF_35417
15704191959422,Drop-Waist Maxi Dress - Lemon,Apparel,Sin stock en todas las variantes,N,6,0,145.0,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15704191959422&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdrop-waist-maxi-dress-lemon&intsrc=CATF_35417
