"id","producto","tienda","categorias","variantes_origen","variantes_presentadas","duplicados_agrupados","etiquetas_genericas_origen","estado","controles","valores"
"fam-b45c6e4344cc","Tanga de hilo Everyday Ultimate – arena","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-cd49775e4152","Tanga de hilo Everyday Ultimate – cacao","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-02c021e68846","Tanga de hilo Everyday Ultimate – miel","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-edc66fab65ef","Tanga de hilo Everyday Ultimate – negro","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-6f34c5827505","Tanga de hilo Everyday Ultimate – nuez moscada","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XXL / 3XL"
"fam-349e72048756","Tanga de hilo Everyday Ultimate – vainilla","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-eb0adfd1bebc","Tanga de hilo Fleur – Blanco & azul","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-5e1297c8157e","Tanga de hilo Fleur – blanco y amarillo","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-6ce0fb636ee9","Tanga de hilo Flirt – azul","Lounge EU","Moda mujer","3","3","0","0","configurador","Color (visual)","Color: Azul / Negro / Blanco"
"fam-d8b778c2312e","Tanga de hilo Flirt – Cornflower azul","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-f630b891e659","Tanga de hilo Flirt – granate","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XXL / 3XL"
"fam-12e54740cc5b","Tanga de hilo Flirt – lila","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XL / XXL / 3XL"
"fam-e4dc2622c8e9","Tanga de hilo Flora – Cornflower azul","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-f3aeaf6f68fe","Tanga de hilo Fruity 'Feeling Fruity' – blanco","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XL / XXL / 3XL"
"fam-95d7d48862fd","Tanga de hilo Fruity 'Perfect Pair' – rosa","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XXL / 3XL"
"fam-56f5074ba4a3","Tanga de hilo Fruity 'Squeeze Me' – azul","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XXL / 3XL"
"fam-cb23b36b638b","Tanga de hilo Genevieve Babydoll – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: S / M / L / XL"
"fam-e2961008815c","Tanga de hilo Genevieve Basque – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-02771535c4dd","Tanga de hilo Genevieve Intimates & Suspender Belt – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M"
"fam-e1f5eebb1a39","Tanga de hilo Gia Basque (Set – marfil","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-24bcaece5fee","Tanga de hilo Gigi – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-d34d61e18a04","Tanga de hilo Luxury – blanco","Lounge EU","Moda mujer | Menos de 10","3","3","0","0","configurador","Color (visual)","Color: Blanco / Negro / Rojo"
"fam-5f6f3a425827","Tanga de hilo Mira – verde","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: L / XL"
"fam-88037a6702fc","Tanga de hilo Mirabel – Mint verde","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-f5194cd2d317","Tanga de hilo Muse – Dark rosa","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-07a44c5ed5dd","Tanga de hilo Neon – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M"
"fam-75d4e92dd176","Tanga de hilo Neon – Negro & aqua azul","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XXL / 3XL"
"fam-3dcabe858eee","Tanga de hilo Orelia – rosa floral","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-8fbcddfa68ff","Tanga de hilo Penelope Intimates & Suspender (Set – blanco","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-cf8af6d90abe","Tanga de hilo Roxie – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-3daa82c0977b","Tanga de hilo Satén Bow – rosa","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / M / L"
"fam-a92923f7e499","Tanga de hilo Sculpt – blanco","Lounge EU","Moda mujer | Menos de 10","2","2","0","0","configurador","Color (visual)","Color: Blanco / Negro"
"fam-a77a5adfc5f3","Tanga de hilo Sculpt – castaño","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-40a63e7f7846","Tanga de hilo Sculpt – miel","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-7fbdf413a15f","Tanga de hilo Summer – Azul floral","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / M / L / XL / XXL"
"fam-a0d879087845","Tanga de hilo Tallulah Intimates & Suspender – marfil","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: M / L"
"fam-a0db53f6d793","Tanga de hilo Tease – rosa","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: M / L / XL / XXL"
"fam-144e76d27d62","Tanga de hilo Transparente Floral – rosa","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XXL / 3XL"
"fam-5ee335326c90","Tanga de hilo Valentina – vino","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: L / XL / XXL"
"fam-b8dacac06dff","Tanga de hilo Valentina Intimates & Suspender (Set – vino","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: L / XL / XXL"
"fam-d81779775802","Tanga de hilo Vida Intimates & Suspender Belt (Set – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: L / XXL / 3XL"
"fam-13df85090ebe","Tanga de hilo Xena Intimates & Suspender Belt (Set – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-50527ac2aa1f","Tanga de hilo Yasmine – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-89ff2f3610f2","Tanga de hilo Zalia Intimates (Set – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-b0943a99ec55","Tanga Demure Encaje – chocolate oscuro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S"
"fam-4139e1f76cb1","Tanga Demure Encaje – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M"
"fam-9e2133535014","Tanga Desirée – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: L / XL / XXL"
"fam-789a4e8b5c26","Tanga Elodie Intimates & Suspender Belt – rosa","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: S / M / L"
"fam-b0bf5e1ea7ab","Tanga Elysia – blanco","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: L / XL / XXL"
"fam-f6f194b7868b","Tanga Emilia Intimates & Suspender Belt – azul","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-b7c3bac9f0b3","Tanga Encaje – negro","Lounge EU","Moda mujer","2","2","0","0","configurador","Color (visual)","Color: Negro / Rosa | Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-5b9196cb18d8","Tanga Encaje Trim – azul","Lounge EU","Moda mujer","2","2","0","0","configurador","Color (visual)","Color: Azul / Negro | Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-57eecea7fa33","Tanga Enchant – crema","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: L / XL / XXL"
"fam-22d82014aef8","Tanga Entice – azul claro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-ed48746da84d","Tanga Entice – moca","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-d7a4f0cc0d13","Tanga Entice – negro","Lounge EU","Moda mujer","6","6","0","0","configurador","Color (visual)","Color: Negro / Amarillo / Azul / Blanco / Crema / Rojo"
"fam-5881c6c5b5fd","Tanga Estampado Blossom – blanco","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-e572a93c8ae0","Tanga Estampado Entice – azul marino floral","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-a13fdc1ca5e3","Tanga Estampado Entice – Negro floral","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-16cd42a2bb70","Tanga Estampado Entice – rosa suave floral","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-f0faf4fdd676","Tanga Estampado s (3-Pack – Azul estampado","Lounge EU","Moda mujer","2","2","0","0","configurador","Color (visual)","Color: Azul estampado / estampado rosa"
"fam-9a62b7d3a4c0","Tanga Everbloom – blanco","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-28297b811332","Tanga Everyday – blanco","Lounge EU","Moda mujer","2","2","0","0","configurador","Color (visual)","Color: Blanco / Negro | Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-8687efbd36e2","Tanga Everyday – latte","Lounge EU","Moda mujer | Destacados","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-051fc1b11845","Tanga Everyday – miel","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-bce180f066c8","Tanga Everyday – moca","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-b75d49c9c717","Tanga Everyday Comfort – arena","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-f406da855307","Tanga Everyday Comfort – cacao","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / L / XL / XXL / 3XL"
"fam-d64bd7f7133c","Tanga Everyday Comfort – miel","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-0686f6b6b388","Tanga Everyday Comfort – negro","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / XL / XXL / 3XL"
"fam-ea389fa42797","Tanga Everyday Comfort – nuez moscada","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / 3XL"
"fam-17491d4e67ff","Tanga Everyday Comfort – vainilla","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-ab4627a0ffa2","Tanga Everyday Flex – arena","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: M / L / XL / XXL / 3XL"
"fam-b4577125f11b","Tanga Everyday Flex – cacao","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-4dbbebb5118d","Tanga Everyday Flex – miel","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-2455b43cc97a","Tanga Everyday Flex – negro","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / 3XL"
"fam-a3849afb1707","Tanga Everyday Flex – nuez moscada","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-d89b4f8d12d5","Tanga Everyday Flex – vainilla","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-4cc87f212af5","Tanga Everyday Form – arena","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XL / XXL / 3XL"
"fam-672cdb96c2dd","Tanga Everyday Form – cacao","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / L / XL / XXL / 3XL"
"fam-3890f7338544","Tanga Everyday Form – miel","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XL / XXL / 3XL"
"fam-5bc5f65da81c","Tanga Everyday Form – negro","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: M / XXL"
"fam-491cc9c361b2","Tanga Everyday Form – nuez moscada","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-e1b2ba0f22a0","Tanga Everyday Form – vainilla","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: L / XL / XXL"
"fam-da8f75ca1ad3","Tanga Everyday Ultimate – arena","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-0fbb613faaab","Tanga Everyday Ultimate – cacao","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XXL / 3XL"
"fam-cda2ad4bc182","Tanga Everyday Ultimate – miel","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-bcbab3947263","Tanga Everyday Ultimate – negro","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-e24e4defd868","Tanga Everyday Ultimate – nuez moscada","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XXL / 3XL"
"fam-d376437a1a48","Tanga Everyday Ultimate – vainilla","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-516eb2a043ac","Tanga Fleur – azul","Lounge EU","Moda mujer","2","2","0","0","configurador","Color (visual)","Color: Azul / Rosa"
"fam-da631b5f237d","Tanga Flocked Floral – azul","Lounge EU","Moda mujer","3","3","0","0","configurador","Color (visual)","Color: Azul / Blanco / Negro"
"fam-9eacb4e2bba9","Tanga Floral Bordado – azul","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-398bdef91d87","Tanga Gardenia – Aqua","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-c702aa4e35f4","Tanga Gardenia – rosa","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / M / XXL"
"fam-7164cc5db592","Tanga Grow Like a Wildflower – azul","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-7d5ef8826eb1","Tanga Ilianna Intimates & Suspender Belt – amarillo","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL"
"fam-15a0f19a7a91","Tanga Joy – amarillo","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S"
"fam-d0d6e448e68c","Tanga Katrina – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: S / M / L / XL / XXL"
"fam-e2f8b9ef1e42","Tanga Light – latte","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / L / XL / XXL / 3XL"
"fam-7d42f2be7c9c","Tanga Light – moca","Lounge EU","Moda mujer | Menos de 10","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL / 3XL"
"fam-274e196838d9","Tanga Lila – Amarillo floral","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
"fam-ea1324b40894","Tanga Lucielle – Lavender rosa","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L"
"fam-e44dca64c7ef","Tanga Luxury – castaño","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XL / XXL / 3XL"
"fam-967fe06e3f09","Tanga Luxury – miel","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XL / XXL / 3XL"
"fam-224bb1610881","Tanga Luxury – negro","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XXL / 3XL"
"fam-f6ac597cce48","Tanga Lyra – azul","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XXL"
"fam-cb504948897b","Tanga Marcelina Suspender & (Set – frutos rojos","Lounge EU","Moda mujer","1","1","0","0","configurador","","Tallas disponibles: XS / S / M / L / XL / XXL"
